fecha,grupo,pedidos,ventas_eur,ventas_moda_belleza_eur,ventas_hogar_electronica_eur,ventas_alimentacion_hosteleria_eur,ticket_medio_eur,pct_recogida_en_tienda
2025-06-27,C,1143,70650.64,31294.91,30820.75,8534.98,61.81,0.322
2025-06-27,D,797,50099.08,22765.5,24188.35,3145.23,62.86,0.277
2025-06-27,E,1034,65599.15,29988.19,32612.15,2998.82,63.44,0.44
2025-06-28,A,4438,301966.99,151283.66,138676.69,12006.64,68.04,0.354
2025-06-28,B,2855,162901.68,78330.53,77469.76,7101.39,57.06,0.344
2025-06-28,C,836,60071.73,26608.96,26205.79,7256.99,71.86,0.258
2025-06-28,D,733,45337.64,20601.86,21889.48,2846.31,61.85,0.258
2025-06-28,E,917,53112.36,24279.93,26404.43,2427.99,57.92,0.418
2025-06-29,A,3545,240935.75,120707.37,110648.42,9579.95,67.96,0.279
2025-06-29,B,2688,175792.95,84529.24,83600.35,7663.37,65.4,0.266
2025-06-29,C,1000,57960.27,25673.68,25284.68,7001.91,57.96,0.311
2025-06-29,D,873,51158.56,23246.94,24699.87,3211.75,58.6,0.251
2025-06-29,E,970,56857.32,25991.92,28266.21,2599.19,58.62,0.376
2025-06-30,A,4517,290922.06,145750.22,133604.36,11567.48,64.41,0.252
2025-06-30,B,3306,203654.12,97926.15,96850.04,8877.92,61.6,0.264
2025-06-30,C,843,53906.44,23878.02,23516.23,6512.19,63.95,0.295
2025-06-30,D,852,52042.25,23648.5,25126.53,3267.23,61.08,0.302
2025-06-30,E,1105,72674.51,33222.63,36129.61,3322.26,65.77,0.386
2025-07-01,A,5653,373753.43,187248.24,171644.22,14860.97,66.12,0.257
2025-07-01,B,4180,243080.91,116884.35,115599.91,10596.66,58.15,0.288
2025-07-01,C,1288,81826.59,36245.33,35696.16,9885.09,63.53,0.347
2025-07-01,D,913,56561.61,25702.14,27308.52,3550.95,61.95,0.253
2025-07-01,E,1339,82298.17,37622.02,40913.95,3762.2,61.46,0.389
2025-07-02,A,6035,375197.53,187971.73,172307.42,14918.39,62.17,0.316
2025-07-02,B,3876,220502.7,106027.72,104862.58,9612.4,56.89,0.296
2025-07-02,C,2226,120413.79,53337.65,52529.51,14546.63,54.09,0.261
2025-07-02,D,996,59959.85,27246.33,28949.22,3764.3,60.2,0.214
2025-07-02,E,1236,76790.03,35104.01,38175.61,3510.4,62.13,0.406
2025-07-03,A,4697,305768.42,153188.16,140422.48,12157.79,65.1,0.298
2025-07-03,B,3083,180017.68,86560.68,85609.46,7847.53,58.39,0.296
2025-07-03,C,1562,100181.37,44375.64,43703.28,12102.45,64.14,0.348
2025-07-03,D,871,57349.28,26060.06,27688.82,3600.4,65.84,0.279
2025-07-03,E,1439,92791.0,42418.74,46130.38,4241.87,64.48,0.358
2025-07-04,A,5175,305842.9,153225.47,140456.68,12160.75,59.1,0.291
2025-07-04,B,3031,198095.6,95253.37,94206.62,8635.61,65.36,0.235
2025-07-04,C,1596,100879.36,44684.82,44007.77,12186.77,63.21,0.275
2025-07-04,D,824,50244.21,22831.45,24258.41,3154.34,60.98,0.328
2025-07-04,E,1062,60678.84,27738.9,30166.05,2773.89,57.14,0.435
2025-07-05,A,6039,354864.21,177784.85,162969.45,14109.91,58.76,0.284
2025-07-05,B,2995,205023.29,98584.51,97501.17,8937.61,68.46,0.286
2025-07-05,C,1211,78612.41,34821.61,34294.01,9496.8,64.92,0.258
2025-07-05,D,855,52948.05,24060.1,25563.86,3324.09,61.93,0.27
2025-07-05,E,1444,84302.51,38538.29,41910.39,3853.83,58.38,0.453
2025-07-06,A,6168,370539.95,185638.31,170168.45,14733.2,60.07,0.286
2025-07-06,B,2991,183117.35,88051.14,87083.55,7982.66,61.22,0.302
2025-07-06,C,1673,97415.52,43150.5,42496.7,11768.32,58.23,0.257
2025-07-06,D,832,52142.76,23694.17,25175.05,3273.54,62.67,0.34
2025-07-06,E,1293,73998.54,33827.9,36787.85,3382.79,57.23,0.402
2025-07-07,A,5523,338813.59,169743.59,155598.29,13471.71,61.35,0.223
2025-07-07,B,3618,185419.32,89158.04,88178.28,8083.01,51.25,0.269
2025-07-07,C,1575,101359.68,44897.58,44217.31,12244.79,64.36,0.306
2025-07-07,D,867,55472.06,25207.04,26782.48,3482.55,63.98,0.235
2025-07-07,E,1513,92043.96,42077.24,45759.0,4207.72,60.84,0.481
2025-07-08,A,6257,383172.94,191967.36,175970.08,15235.5,61.24,0.286
2025-07-08,B,2927,187082.11,89957.58,88969.03,8155.49,63.92,0.275
2025-07-08,C,1845,113540.44,50293.08,49531.07,13716.3,61.54,0.286
2025-07-08,D,845,52551.79,23880.04,25372.54,3299.22,62.19,0.243
2025-07-08,E,1184,76822.92,35119.05,38191.97,3511.91,64.88,0.475
2025-07-09,A,4650,333236.61,166949.56,153037.09,13249.96,71.66,0.3
2025-07-09,B,3535,239447.31,115137.15,113871.9,10438.26,67.74,0.279
2025-07-09,C,1151,78694.9,34858.15,34329.99,9506.77,68.37,0.274
2025-07-09,D,849,53010.13,24088.31,25593.83,3327.99,62.44,0.298
2025-07-09,E,1190,71082.09,32494.67,35337.96,3249.47,59.73,0.375
2025-07-10,A,4959,315092.01,157859.22,144704.28,12528.51,63.54,0.262
2025-07-10,B,3152,201181.38,96737.15,95674.1,8770.13,63.83,0.307
2025-07-10,C,1556,90243.26,39973.53,39367.87,10901.87,58.0,0.291
2025-07-10,D,969,61923.26,28138.52,29897.18,3887.56,63.9,0.249
2025-07-10,E,1400,83681.75,38254.51,41601.78,3825.45,59.77,0.375
2025-07-11,A,5072,332429.36,166545.13,152666.36,13217.87,65.54,0.288
2025-07-11,B,2927,185240.84,89072.21,88093.4,8075.23,63.29,0.273
2025-07-11,C,1368,92469.35,40959.58,40338.98,11170.79,67.59,0.268
2025-07-11,D,606,35942.03,16332.4,17353.18,2256.45,59.31,0.273
2025-07-11,E,1187,72465.23,33126.96,36025.57,3312.7,61.05,0.444
2025-07-12,A,3513,253787.4,127145.97,116550.48,10090.95,72.24,0.267
2025-07-12,B,3350,202315.63,97282.55,96213.51,8819.57,60.39,0.311
2025-07-12,C,1358,88202.19,39069.43,38477.47,10655.3,64.95,0.272
2025-07-12,D,692,44604.28,20268.61,21535.4,2800.27,64.46,0.308
2025-07-12,E,1274,83266.64,38064.75,41395.41,3806.47,65.36,0.472
2025-07-13,A,5413,381753.05,191256.0,175318.0,15179.05,70.53,0.247
2025-07-13,B,3187,204514.71,98339.97,97259.31,8915.44,64.17,0.275
2025-07-13,C,1512,91520.27,40539.18,39924.95,11056.14,60.53,0.299
2025-07-13,D,793,52135.64,23690.93,25171.61,3273.09,65.74,0.211
2025-07-13,E,1202,70494.07,32225.86,35045.62,3222.59,58.65,0.409
2025-07-14,A,7257,445994.43,223440.55,204820.5,17733.38,61.46,0.28
2025-07-14,B,4110,254199.89,122230.86,120887.66,11081.37,61.85,0.307
2025-07-14,C,1728,106670.61,47250.07,46534.16,12886.38,61.73,0.26
2025-07-14,D,985,64195.47,29171.04,30994.22,4030.21,65.17,0.267
2025-07-14,E,1681,97176.01,44423.32,48310.36,4442.33,57.81,0.448
2025-07-15,A,5871,388785.85,194779.39,178547.78,15458.68,66.22,0.325
2025-07-15,B,3130,198059.12,95235.82,94189.28,8634.02,63.28,0.251
2025-07-15,C,1885,110480.59,48937.71,48196.23,13346.65,58.61,0.302
2025-07-15,D,889,52949.94,24060.96,25564.77,3324.21,59.56,0.277
2025-07-15,E,1283,83830.29,38322.42,41675.63,3832.24,65.34,0.372
2025-07-16,A,5312,331105.25,165881.76,152058.28,13165.22,62.33,0.258
2025-07-16,B,3288,202347.62,97297.93,96228.73,8820.97,61.54,0.3
2025-07-16,C,1457,90653.02,40155.03,39546.62,10951.37,62.22,0.325
2025-07-16,D,721,47768.92,21706.65,23063.32,2998.95,66.25,0.279
2025-07-16,E,1608,93548.99,42765.25,46507.21,4276.53,58.18,0.47
2025-07-17,A,6551,402954.69,201877.9,185054.74,16022.06,61.51,0.309
2025-07-17,B,2923,196413.38,94444.48,93406.63,8562.27,67.2,0.26
2025-07-17,C,1848,112120.07,49663.92,48911.44,13544.71,60.67,0.295
2025-07-17,D,901,63704.82,28948.08,30757.33,3999.41,70.7,0.238
2025-07-17,E,1271,68132.85,31146.44,33871.76,3114.64,53.61,0.382
2025-07-18,A,5419,325638.81,163143.1,149547.85,12947.87,60.09,0.266
2025-07-18,B,2922,170670.14,82065.96,81164.13,7440.05,58.41,0.266
2025-07-18,C,1325,81182.77,35960.15,35415.3,9807.31,61.27,0.275
2025-07-18,D,832,53421.69,24275.33,25792.53,3353.83,64.21,0.296
2025-07-18,E,1074,68460.19,31296.09,34034.49,3129.61,63.74,0.423
2025-07-19,A,5521,353517.76,177110.29,162351.1,14056.37,64.03,0.244
2025-07-19,B,3068,184706.19,88815.13,87839.14,8051.92,60.2,0.267
2025-07-19,C,1245,83900.44,37163.95,36600.86,10135.62,67.39,0.258
2025-07-19,D,800,49092.1,22307.92,23702.17,3082.02,61.37,0.243
2025-07-19,E,1004,68295.89,31220.98,33952.81,3122.1,68.02,0.417
2025-07-20,A,5377,339002.18,169838.07,155684.9,13479.21,63.05,0.328
2025-07-20,B,2990,190140.07,91427.99,90423.28,8288.8,63.59,0.295
2025-07-20,C,1283,80234.58,35540.15,35001.66,9692.77,62.54,0.305
2025-07-20,D,794,50665.88,23023.06,24462.0,3180.82,63.81,0.29
2025-07-20,E,1104,75089.14,34326.46,37330.03,3432.65,68.02,0.437
2025-07-21,A,5959,423579.14,212210.62,194526.4,16842.11,71.08,0.272
2025-07-21,B,3091,189164.09,90958.69,89959.14,8246.25,61.2,0.309
2025-07-21,C,1530,88506.95,39204.42,38610.42,10692.12,57.85,0.21
2025-07-21,D,943,62755.85,28516.86,30299.16,3939.83,66.55,0.266
2025-07-21,E,1327,81036.52,37045.27,40286.73,3704.53,61.07,0.385
2025-07-22,A,5978,364360.67,182542.52,167330.65,14487.5,60.95,0.292
2025-07-22,B,3376,210503.34,101219.57,100107.27,9176.5,62.35,0.303
2025-07-22,C,1755,106854.03,47331.31,46614.17,12908.54,60.89,0.306
2025-07-22,D,838,54297.9,24673.49,26215.58,3408.84,64.79,0.269
2025-07-22,E,1074,72750.13,33257.2,36167.21,3325.72,67.74,0.451
2025-07-23,A,6313,400795.6,200796.2,184063.19,15936.21,63.49,0.302
2025-07-23,B,3606,225843.95,108596.03,107402.67,9845.24,62.63,0.289
2025-07-23,C,1362,85752.01,37984.11,37408.59,10359.3,62.96,0.28
2025-07-23,D,781,48715.61,22136.84,23520.39,3058.38,62.38,0.283
2025-07-23,E,1415,85818.9,39231.5,42664.25,3923.15,60.65,0.376
2025-07-24,A,5924,389857.75,195316.41,179040.04,15501.3,65.81,0.262
2025-07-24,B,3840,230291.22,110734.48,109517.62,10039.12,59.97,0.322
2025-07-24,C,1258,80646.36,35722.55,35181.3,9742.51,64.11,0.28
2025-07-24,D,960,62399.37,28354.87,30127.05,3917.45,65.0,0.349
2025-07-24,E,1451,83277.96,38069.92,41401.04,3806.99,57.39,0.42
2025-07-25,A,5312,329999.46,165327.76,151550.45,13121.25,62.12,0.344
2025-07-25,B,3095,192506.12,92565.69,91548.48,8391.94,62.2,0.306
2025-07-25,C,1436,85397.06,37826.89,37253.75,10316.42,59.47,0.282
2025-07-25,D,821,49697.39,22582.97,23994.41,3120.02,60.53,0.257
2025-07-25,E,1407,76570.7,35003.75,38066.58,3500.37,54.42,0.384
2025-07-26,A,6313,365507.69,183117.17,167857.41,14533.11,57.9,0.26
2025-07-26,B,2960,185495.12,89194.48,88214.32,8086.31,62.67,0.278
2025-07-26,C,1244,72813.75,32253.07,31764.39,8796.29,58.53,0.239
2025-07-26,D,903,55896.23,25399.78,26987.27,3509.18,61.9,0.298
2025-07-26,E,1261,74154.39,33899.15,36865.32,3389.91,58.81,0.389
2025-07-27,A,5429,347240.14,173965.24,159468.14,13806.76,63.96,0.307
2025-07-27,B,3061,192926.67,92767.91,91748.48,8410.28,63.03,0.263
2025-07-27,C,1249,82719.31,36640.77,36085.61,9992.94,66.23,0.268
2025-07-27,D,765,52171.99,23707.45,25189.17,3275.37,68.2,0.247
2025-07-27,E,1074,65105.88,29762.69,32366.92,2976.27,60.62,0.438
2025-07-28,A,6108,395937.6,198362.38,181832.18,15743.05,64.82,0.299
2025-07-28,B,3828,213310.59,102569.42,101442.29,9298.88,55.72,0.308
2025-07-28,C,1587,96911.26,42927.13,42276.72,11707.4,61.07,0.292
2025-07-28,D,1011,62150.32,28241.7,30006.81,3901.81,61.47,0.258
2025-07-28,E,1216,87048.44,39793.57,43275.51,3979.36,71.59,0.376
2025-07-29,A,5326,350847.89,175772.7,161124.97,13950.21,65.87,0.323
2025-07-29,B,2826,183431.26,88202.09,87232.83,7996.34,64.91,0.377
2025-07-29,C,1398,93878.38,41583.71,40953.66,11341.01,67.15,0.305
2025-07-29,D,985,60725.55,27594.27,29318.91,3812.37,61.65,0.268
2025-07-29,E,1170,76489.54,34966.65,38026.23,3496.66,65.38,0.388
2025-07-30,A,6112,387480.55,194125.45,177948.33,15406.78,63.4,0.311
2025-07-30,B,3153,181852.0,87442.7,86481.8,7927.5,57.68,0.277
2025-07-30,C,1669,101414.31,44921.77,44241.14,12251.39,60.76,0.27
2025-07-30,D,770,52905.57,24040.8,25543.35,3321.43,68.71,0.3
2025-07-30,E,1120,68132.99,31146.51,33871.83,3114.65,60.83,0.397
2025-07-31,A,5697,336838.89,168754.27,154691.42,13393.2,59.13,0.315
2025-07-31,B,2937,196995.17,94724.23,93683.31,8587.64,67.07,0.243
2025-07-31,C,1193,80579.57,35692.96,35152.16,9734.44,67.54,0.27
2025-07-31,D,885,58934.83,26780.55,28454.34,3699.94,66.59,0.336
2025-07-31,E,1317,85144.04,38922.99,42328.75,3892.3,64.65,0.399
2025-08-01,A,3931,241005.71,120742.42,110680.56,9582.73,61.31,0.221
2025-08-01,B,2234,132968.63,63937.36,63234.75,5796.52,59.52,0.289
2025-08-01,C,1204,72270.71,32012.53,31527.49,8730.69,60.03,0.27
2025-08-01,D,586,35042.56,15923.67,16918.9,2199.98,59.8,0.292
2025-08-01,E,945,57049.26,26079.66,28361.63,2607.97,60.37,0.44
2025-08-02,A,4073,247474.05,123983.02,113651.11,9839.92,60.76,0.265
2025-08-02,B,2332,137524.37,66127.97,65401.29,5995.12,58.97,0.262
2025-08-02,C,870,58125.64,25746.93,25356.82,7021.89,66.81,0.226
2025-08-02,D,744,45053.97,20472.96,21752.52,2828.5,60.56,0.319
2025-08-02,E,887,54312.89,24828.75,27001.26,2482.87,61.23,0.391
2025-08-03,A,5089,301030.94,150814.71,138246.81,11969.42,59.15,0.273
2025-08-03,B,2098,134560.37,64702.74,63991.72,5865.91,64.14,0.252
2025-08-03,C,1065,63210.47,27999.27,27575.04,7636.16,59.35,0.301
2025-08-03,D,635,44162.31,20067.77,21322.01,2772.52,69.55,0.28
2025-08-03,E,974,61190.58,27972.84,30420.46,2797.28,62.82,0.416
2025-08-04,A,3899,231166.43,115813.0,106161.92,9191.51,59.29,0.31
2025-08-04,B,2754,165194.59,79433.07,78560.17,7201.35,59.98,0.3
2025-08-04,C,990,59816.76,26496.01,26094.56,7226.19,60.42,0.312
2025-08-04,D,610,37285.89,16943.07,18002.01,2340.82,61.12,0.268
2025-08-04,E,891,51824.78,23691.33,25764.32,2369.13,58.16,0.399
2025-08-05,A,4100,279231.73,139893.43,128235.65,11102.65,68.11,0.226
2025-08-05,B,2547,166353.11,79990.14,79111.12,7251.85,65.31,0.276
2025-08-05,C,1395,87487.04,38752.65,38165.49,10568.9,62.71,0.262
2025-08-05,D,585,35251.53,16018.63,17019.8,2213.1,60.26,0.293
2025-08-05,E,836,48279.66,22070.7,24001.89,2207.07,57.75,0.416
2025-08-06,A,5065,288627.95,144600.88,132550.81,11476.26,56.98,0.256
2025-08-06,B,2437,162513.99,78144.11,77285.39,7084.49,66.69,0.312
2025-08-06,C,1220,76871.34,34050.39,33534.48,9286.47,63.01,0.285
2025-08-06,D,648,43168.14,19616.02,20842.02,2710.11,66.62,0.296
2025-08-06,E,994,58892.0,26922.06,29277.74,2692.21,59.25,0.424
2025-08-07,A,3915,261775.67,131148.05,120219.05,10408.58,66.86,0.254
2025-08-07,B,2286,135413.63,65113.03,64397.5,5903.1,59.24,0.287
2025-08-07,C,932,56995.28,25246.23,24863.71,6885.34,61.15,0.265
2025-08-07,D,697,41990.3,19080.79,20273.34,2636.16,60.24,0.297
2025-08-07,E,796,51929.16,23739.05,25816.21,2373.9,65.24,0.401
2025-08-08,A,4795,270180.53,135358.84,124078.93,10742.76,56.35,0.259
2025-08-08,B,2560,157802.5,75878.61,75044.78,6879.1,61.64,0.29
2025-08-08,C,1189,70450.96,31206.47,30733.64,8510.85,59.25,0.244
2025-08-08,D,474,32698.1,14858.33,15786.98,2052.8,68.98,0.261
2025-08-08,E,779,47374.82,21657.06,23552.05,2165.71,60.81,0.441
2025-08-09,A,4423,278938.1,139746.32,128100.8,11090.98,63.07,0.278
2025-08-09,B,2118,124176.65,59709.78,59053.63,5413.25,58.63,0.279
2025-08-09,C,1180,68992.61,30560.48,30097.45,8334.68,58.47,0.244
2025-08-09,D,614,40552.66,18427.52,19579.24,2545.91,66.05,0.268
2025-08-09,E,860,54588.09,24954.56,27138.08,2495.46,63.47,0.366
2025-08-10,A,3588,234437.32,117451.7,107664.06,9321.56,65.34,0.293
2025-08-10,B,1793,113188.53,54426.19,53828.1,4934.24,63.13,0.323
2025-08-10,C,1246,73974.82,32767.37,32270.89,8936.56,59.37,0.291
2025-08-10,D,792,43990.77,19989.82,21239.19,2761.75,55.54,0.309
2025-08-10,E,982,57260.58,26176.26,28466.69,2617.63,58.31,0.463
2025-08-11,A,4394,271584.27,136062.1,124723.59,10798.58,61.81,0.246
2025-08-11,B,2386,155381.99,74714.72,73893.68,6773.59,65.12,0.258
2025-08-11,C,1075,64808.43,28707.09,28272.14,7829.21,60.29,0.256
2025-08-11,D,646,40400.72,18358.48,19505.88,2536.37,62.54,0.313
2025-08-11,E,986,56268.88,25722.91,27973.67,2572.29,57.07,0.439
2025-08-12,A,3980,250871.29,125685.02,115211.27,9975.0,63.03,0.263
2025-08-12,B,2134,135767.1,65282.99,64565.59,5918.51,63.62,0.318
2025-08-12,C,995,59231.96,26236.98,25839.45,7155.54,59.53,0.274
2025-08-12,D,658,43899.89,19948.53,21195.31,2756.05,66.72,0.297
2025-08-12,E,1095,61801.79,28252.25,30724.32,2825.22,56.44,0.461
2025-08-13,A,4546,284961.85,142764.19,130867.17,11330.49,62.68,0.261
2025-08-13,B,2577,151109.07,72660.11,71861.65,6587.32,58.64,0.285
2025-08-13,C,1305,73880.0,32725.37,32229.53,8925.1,56.61,0.236
2025-08-13,D,721,36402.62,16541.7,17575.55,2285.37,50.49,0.271
2025-08-13,E,953,58201.49,26606.39,28934.45,2660.64,61.07,0.42
2025-08-14,A,4566,296981.51,148785.97,136387.14,11808.41,65.04,0.199
2025-08-14,B,2746,152430.17,73295.35,72489.91,6644.91,55.51,0.319
2025-08-14,C,1227,78119.96,34603.47,34079.18,9437.31,63.67,0.286
2025-08-14,D,501,31238.68,14195.15,15082.35,1961.17,62.35,0.301
2025-08-14,E,992,63664.83,29103.92,31650.51,2910.39,64.18,0.436
2025-08-15,A,3861,247290.43,123891.03,113566.78,9832.62,64.05,0.274
2025-08-15,B,2176,156174.05,75095.58,74270.35,6808.12,71.77,0.269
2025-08-15,C,985,56137.64,24866.34,24489.57,6781.73,56.99,0.263
2025-08-15,D,619,39296.85,17856.87,18972.92,2467.07,63.48,0.249
2025-08-15,E,1002,59979.94,27419.4,29818.6,2741.94,59.86,0.398
2025-08-16,A,3844,203514.49,101959.55,93462.92,8092.03,52.94,0.309
2025-08-16,B,1920,112618.2,54151.95,53556.87,4909.38,58.66,0.295
2025-08-16,C,1175,69753.67,30897.6,30429.45,8426.62,59.36,0.294
2025-08-16,D,712,40715.28,18501.41,19657.75,2556.12,57.18,0.255
2025-08-16,E,862,56553.3,25852.94,28115.07,2585.29,65.61,0.449
2025-08-17,A,3621,224150.15,112297.89,102939.73,8912.53,61.9,0.292
2025-08-17,B,2378,149113.38,71700.49,70912.57,6500.32,62.71,0.314
2025-08-17,C,1010,67856.96,30057.45,29602.03,8197.49,67.19,0.248
2025-08-17,D,538,36141.35,16422.98,17449.41,2268.96,67.18,0.321
2025-08-17,E,833,49839.95,22783.98,24777.57,2278.4,59.83,0.434
2025-08-18,A,3348,209429.46,104922.91,96179.34,8327.22,62.55,0.298
2025-08-18,B,2780,178034.52,85607.09,84666.35,7761.08,64.04,0.273
2025-08-18,C,1037,65758.12,29127.76,28686.43,7943.93,63.41,0.285
2025-08-18,D,645,36667.65,16662.13,17703.51,2302.01,56.85,0.267
2025-08-18,E,879,59560.5,27227.66,29610.08,2722.77,67.76,0.356
2025-08-19,A,4848,300019.01,150307.74,137782.09,11929.19,61.89,0.276
2025-08-19,B,2326,146629.58,70506.16,69731.37,6392.04,63.04,0.283
2025-08-19,C,1260,73482.21,32549.17,32056.0,8877.05,58.32,0.304
2025-08-19,D,731,41343.12,18786.71,19960.88,2595.53,56.56,0.236
2025-08-19,E,991,57697.09,26375.81,28683.7,2637.58,58.22,0.339
2025-08-20,A,4523,301580.73,151090.15,138499.3,11991.28,66.68,0.327
2025-08-20,B,3252,196184.15,94334.26,93297.62,8552.28,60.33,0.349
2025-08-20,C,1120,72078.93,31927.58,31443.83,8707.52,64.36,0.273
2025-08-20,D,670,35096.74,15948.29,16945.06,2203.38,52.38,0.306
2025-08-20,E,881,51852.19,23703.86,25777.95,2370.39,58.86,0.455
2025-08-21,A,4956,278164.8,139358.91,127745.66,11060.23,56.13,0.282
2025-08-21,B,2374,161995.58,77894.84,77038.85,7061.89,68.24,0.282
2025-08-21,C,1094,71706.06,31762.42,31281.17,8662.48,65.54,0.259
2025-08-21,D,621,42238.66,19193.65,20393.25,2651.75,68.02,0.272
2025-08-21,E,960,57324.62,26205.54,28498.53,2620.55,59.71,0.394
2025-08-22,A,4519,286748.65,143659.37,131687.75,11401.54,63.45,0.274
2025-08-22,B,2966,156426.54,75216.99,74390.43,6819.12,52.74,0.272
2025-08-22,C,1083,66481.3,29448.09,29001.91,8031.3,61.39,0.255
2025-08-22,D,546,34802.96,15814.8,16803.22,2184.94,63.74,0.255
2025-08-22,E,964,56657.47,25900.56,28166.86,2590.06,58.77,0.423
2025-08-23,A,3709,225433.98,112941.08,103529.32,8963.58,60.78,0.306
2025-08-23,B,2523,171656.2,82540.1,81633.07,7483.03,68.04,0.327
2025-08-23,C,1252,73787.01,32684.18,32188.96,8913.87,58.94,0.294
2025-08-23,D,612,38823.15,17641.61,18744.21,2437.33,63.44,0.311
2025-08-23,E,780,49054.32,22424.83,24387.0,2242.48,62.89,0.365
2025-08-24,A,4219,259570.53,130043.29,119206.35,10320.9,61.52,0.252
2025-08-24,B,2353,142772.86,68651.68,67897.27,6223.92,60.68,0.287
2025-08-24,C,1041,60223.55,26676.2,26272.02,7275.33,57.85,0.224
2025-08-24,D,766,46945.93,21332.68,22665.97,2947.28,61.29,0.245
2025-08-24,E,1028,53258.52,24346.75,26477.09,2434.68,51.81,0.389
2025-08-25,A,4603,298811.73,149702.89,137227.65,11881.18,64.92,0.244
2025-08-25,B,2810,178141.36,85658.46,84717.16,7765.74,63.4,0.291
2025-08-25,C,1242,73779.56,32680.88,32185.71,8912.97,59.4,0.274
2025-08-25,D,681,42290.94,19217.41,20418.5,2655.04,62.1,0.287
2025-08-25,E,1014,64371.96,29427.18,32002.06,2942.72,63.48,0.397
2025-08-26,A,3943,246157.57,123323.47,113046.52,9787.58,62.43,0.28
2025-08-26,B,2228,137793.14,66257.2,65529.1,6006.83,61.85,0.291
2025-08-26,C,1026,68929.82,30532.67,30070.06,8327.09,67.18,0.263
2025-08-26,D,717,44096.01,20037.65,21290.0,2768.36,61.5,0.294
2025-08-26,E,971,62788.33,28703.24,31214.77,2870.32,64.66,0.457
2025-08-27,A,5669,331793.52,166226.58,152374.36,13192.59,58.53,0.295
2025-08-27,B,2007,122892.29,59092.2,58442.83,5357.26,61.23,0.265
2025-08-27,C,1113,70975.8,31438.95,30962.6,8574.26,63.77,0.269
2025-08-27,D,520,31627.42,14371.8,15270.04,1985.58,60.82,0.262
2025-08-27,E,904,55794.76,25506.17,27737.96,2550.62,61.72,0.397
2025-08-28,A,4408,315341.24,157984.08,144818.74,12538.42,71.54,0.319
2025-08-28,B,2278,143235.35,68874.07,68117.21,6244.08,62.88,0.281
2025-08-28,C,1000,61599.01,27285.47,26872.05,7441.49,61.6,0.328
2025-08-28,D,675,37126.82,16870.78,17925.21,2330.83,55.0,0.32
2025-08-28,E,949,60151.04,27497.62,29903.66,2749.76,63.38,0.401
2025-08-29,A,3492,248591.62,124542.92,114164.34,9884.36,71.19,0.269
2025-08-29,B,2069,120779.91,58076.47,57438.27,5265.17,58.38,0.293
2025-08-29,C,1043,61376.41,27186.87,26774.94,7414.6,58.85,0.283
2025-08-29,D,699,44159.37,20066.44,21320.59,2772.34,63.18,0.278
2025-08-29,E,891,58609.98,26793.13,29137.53,2679.31,65.78,0.443
2025-08-30,A,3389,227360.16,113906.08,104413.91,9040.17,67.09,0.255
2025-08-30,B,2172,144832.98,69642.28,68876.98,6313.72,66.68,0.368
2025-08-30,C,1035,67980.05,30111.97,29655.72,8212.35,65.68,0.277
2025-08-30,D,571,39032.33,17736.66,18845.2,2450.46,68.36,0.275
2025-08-30,E,831,50707.06,23180.37,25208.65,2318.04,61.02,0.39
2025-08-31,A,3247,191935.85,96158.72,88145.49,7631.64,59.11,0.288
2025-08-31,B,2262,131022.15,63001.4,62309.08,5711.67,57.92,0.253
2025-08-31,C,1056,65530.96,29027.14,28587.33,7916.49,62.06,0.295
2025-08-31,D,675,38307.32,17407.21,18495.16,2404.94,56.75,0.289
2025-08-31,E,912,58625.41,26800.19,29145.21,2680.02,64.28,0.383
2025-09-01,A,7152,371792.41,186265.78,170743.63,14783.0,51.98,0.306
2025-09-01,B,3475,223412.27,107426.77,106246.26,9739.24,64.29,0.296
2025-09-01,C,1240,86868.86,38478.83,37895.81,10494.23,70.06,0.288
2025-09-01,D,910,62035.72,28189.63,29951.48,3894.62,68.17,0.206
2025-09-01,E,1336,76880.19,35145.23,38220.44,3514.52,57.55,0.416
2025-09-02,A,6241,396934.47,198861.8,182289.98,15782.68,63.6,0.289
2025-09-02,B,3030,188813.25,90789.99,89792.3,8230.96,62.31,0.319
2025-09-02,C,1418,95394.04,42255.08,41614.85,11524.11,67.27,0.285
2025-09-02,D,890,56453.43,25652.98,27256.29,3544.16,63.43,0.32
2025-09-02,E,998,66353.35,30332.96,32987.1,3033.3,66.49,0.426
2025-09-03,A,6251,365287.56,183006.89,167756.32,14524.36,58.44,0.253
2025-09-03,B,3100,206190.9,99145.95,98056.44,8988.51,66.51,0.315
2025-09-03,C,1277,79995.22,35434.12,34897.24,9663.85,62.64,0.263
2025-09-03,D,1121,65511.24,29768.94,31629.49,4112.81,58.44,0.194
2025-09-03,E,1039,59641.81,27264.83,29650.5,2726.48,57.4,0.345
2025-09-04,A,6300,387956.78,194364.03,178167.03,15425.72,61.58,0.254
2025-09-04,B,3763,211346.09,101624.8,100508.05,9213.24,56.16,0.278
2025-09-04,C,1396,96056.97,42548.73,41904.05,11604.2,68.81,0.236
2025-09-04,D,831,50877.99,23119.45,24564.41,3194.13,61.23,0.311
2025-09-04,E,1162,68016.98,31093.48,33814.16,3109.35,58.53,0.443
2025-09-05,A,5811,367716.92,184223.98,168871.99,14620.95,63.28,0.265
2025-09-05,B,3065,191333.71,92001.94,90990.93,8340.84,62.43,0.316
