mes,matricula,grupo,tipo,km,km_en_vacio,litros,coste_eur,co2e_kg
2025-02-01,RN-SEV-R014,D,rigido,4138.6,1407.1,1323.5,1879.39,3547.0
2025-03-01,RN-SEV-R014,D,rigido,4541.2,1544.0,1452.3,2062.22,3892.1
2025-04-01,RN-SEV-R014,D,rigido,4552.8,1548.0,1456.0,2067.51,3902.1
2025-05-01,RN-SEV-R014,D,rigido,4577.7,1556.4,1464.0,2078.82,3923.4
2025-06-01,RN-SEV-R014,D,rigido,4547.4,1546.1,1454.3,2065.05,3897.4
2025-07-01,RN-SEV-R014,D,rigido,4962.7,1687.3,1587.1,2253.66,4253.4
2025-08-01,RN-SEV-R014,D,rigido,4291.3,1459.0,1372.4,1948.75,3677.9
2025-09-01,RN-SEV-R014,D,rigido,4522.4,1537.6,1446.3,2053.69,3876.0
2025-10-01,RN-SEV-R014,D,rigido,4655.6,1582.9,1488.8,2114.16,3990.1
2025-11-01,RN-SEV-R014,D,rigido,4636.4,1576.4,1482.7,2105.46,3973.7
2025-12-01,RN-SEV-R014,D,rigido,6010.0,2043.4,1922.0,2729.23,5150.9
2024-01-01,RN-SEV-R015,D,rigido,4147.1,1410.0,1271.5,1805.52,3407.6
2024-02-01,RN-SEV-R015,D,rigido,3692.3,1255.4,1132.1,1607.52,3033.9
2024-03-01,RN-SEV-R015,D,rigido,4184.0,1422.6,1282.8,1821.61,3438.0
2024-04-01,RN-SEV-R015,D,rigido,4363.3,1483.5,1337.8,1899.65,3585.2
2024-05-01,RN-SEV-R015,D,rigido,4387.8,1491.9,1345.3,1910.34,3605.4
2024-06-01,RN-SEV-R015,D,rigido,4149.3,1410.8,1272.2,1806.51,3409.5
2024-07-01,RN-SEV-R015,D,rigido,4512.1,1534.1,1383.4,1964.44,3707.5
2024-08-01,RN-SEV-R015,D,rigido,3884.0,1320.5,1190.8,1690.97,3191.4
2024-09-01,RN-SEV-R015,D,rigido,4576.4,1556.0,1403.1,1992.45,3760.4
2024-10-01,RN-SEV-R015,D,rigido,4824.2,1640.2,1479.1,2100.33,3964.0
2024-11-01,RN-SEV-R015,D,rigido,4302.2,1462.7,1319.0,1873.05,3535.1
2024-12-01,RN-SEV-R015,D,rigido,5801.8,1972.6,1778.8,2525.95,4767.3
2025-01-01,RN-SEV-R015,D,rigido,4222.4,1435.6,1294.6,1838.33,3469.5
2025-02-01,RN-SEV-R015,D,rigido,4317.2,1467.8,1323.6,1879.57,3547.4
2025-03-01,RN-SEV-R015,D,rigido,4663.7,1585.7,1429.9,2030.45,3832.1
2025-04-01,RN-SEV-R015,D,rigido,4239.0,1441.3,1299.7,1845.53,3483.1
2025-05-01,RN-SEV-R015,D,rigido,5021.0,1707.1,1539.4,2185.99,4125.7
2025-06-01,RN-SEV-R015,D,rigido,4970.9,1690.1,1524.1,2164.19,4084.5
2025-07-01,RN-SEV-R015,D,rigido,4721.3,1605.3,1447.6,2055.53,3879.5
2025-08-01,RN-SEV-R015,D,rigido,4248.4,1444.5,1302.6,1849.65,3490.9
2025-09-01,RN-SEV-R015,D,rigido,4816.4,1637.6,1476.7,2096.92,3957.6
2025-10-01,RN-SEV-R015,D,rigido,4397.3,1495.1,1348.2,1914.47,3613.2
2025-11-01,RN-SEV-R015,D,rigido,4427.7,1505.4,1357.5,1927.69,3638.2
2025-12-01,RN-SEV-R015,D,rigido,5640.6,1917.8,1729.4,2455.77,4634.8
2024-01-01,RN-SEV-R016,D,rigido,4332.2,1472.9,1314.0,1865.82,3521.4
2024-02-01,RN-SEV-R016,D,rigido,4857.2,1651.4,1473.2,2091.93,3948.1
2024-03-01,RN-SEV-R016,D,rigido,4585.8,1559.2,1390.9,1975.03,3727.5
2024-04-01,RN-SEV-R016,D,rigido,4613.5,1568.6,1399.3,1986.99,3750.1
2024-05-01,RN-SEV-R016,D,rigido,4254.8,1446.6,1290.5,1832.5,3458.5
2024-06-01,RN-SEV-R016,D,rigido,4854.0,1650.4,1472.2,2090.56,3945.6
2024-07-01,RN-SEV-R016,D,rigido,4870.7,1656.0,1477.3,2097.75,3959.1
2024-08-01,RN-SEV-R016,D,rigido,4480.8,1523.5,1359.0,1929.81,3642.2
2024-09-01,RN-SEV-R016,D,rigido,4171.3,1418.2,1265.2,1796.53,3390.6
2024-10-01,RN-SEV-R016,D,rigido,4670.8,1588.1,1416.6,2011.63,3796.6
2024-11-01,RN-SEV-R016,D,rigido,4333.6,1473.4,1314.4,1866.44,3522.6
2024-12-01,RN-SEV-R016,D,rigido,5368.1,1825.1,1628.1,2311.95,4363.4
2025-01-01,RN-SEV-R016,D,rigido,4684.4,1592.7,1420.8,2017.51,3807.7
2025-02-01,RN-SEV-R016,D,rigido,3747.4,1274.1,1136.6,1613.95,3046.0
2025-03-01,RN-SEV-R016,D,rigido,4329.2,1471.9,1313.0,1864.51,3518.9
2025-04-01,RN-SEV-R016,D,rigido,4944.8,1681.2,1499.8,2129.65,4019.3
2025-05-01,RN-SEV-R016,D,rigido,4739.8,1611.5,1437.6,2041.35,3852.7
2025-06-01,RN-SEV-R016,D,rigido,4929.7,1676.1,1495.2,2123.15,4007.1
2025-07-01,RN-SEV-R016,D,rigido,4587.2,1559.7,1391.3,1975.65,3728.7
2025-08-01,RN-SEV-R016,D,rigido,3932.5,1337.0,1192.7,1693.67,3196.5
2025-09-01,RN-SEV-R016,D,rigido,4373.4,1487.0,1326.5,1883.58,3554.9
2025-10-01,RN-SEV-R016,D,rigido,4642.6,1578.5,1408.1,1999.49,3773.7
2025-11-01,RN-SEV-R016,D,rigido,4185.6,1423.1,1269.5,1802.69,3402.3
2025-12-01,RN-SEV-R016,D,rigido,5904.7,2007.6,1790.9,2543.06,4799.6
2024-01-01,RN-SEV-R017,D,rigido,4157.3,1413.5,1260.9,1790.51,3379.3
2024-02-01,RN-SEV-R017,D,rigido,4011.2,1363.8,1216.6,1727.56,3260.5
2024-03-01,RN-SEV-R017,D,rigido,4561.5,1550.9,1383.5,1964.58,3707.8
2024-04-01,RN-SEV-R017,D,rigido,3763.4,1279.5,1141.4,1620.83,3059.0
2024-05-01,RN-SEV-R017,D,rigido,4537.4,1542.7,1376.2,1954.22,3688.2
2024-06-01,RN-SEV-R017,D,rigido,4429.6,1506.1,1343.5,1907.77,3600.6
2024-07-01,RN-SEV-R017,D,rigido,5291.5,1799.1,1604.9,2278.98,4301.2
2024-08-01,RN-SEV-R017,D,rigido,4562.6,1551.3,1383.8,1965.06,3708.7
2024-09-01,RN-SEV-R017,D,rigido,4418.9,1502.4,1340.3,1903.16,3591.9
2024-10-01,RN-SEV-R017,D,rigido,5144.7,1749.2,1560.4,2215.76,4181.9
2024-11-01,RN-SEV-R017,D,rigido,4926.9,1675.2,1494.3,2121.96,4004.8
2024-12-01,RN-SEV-R017,D,rigido,5006.9,1702.3,1518.6,2156.4,4069.8
2025-01-01,RN-SEV-R017,D,rigido,3867.5,1314.9,1173.0,1665.68,3143.7
2025-02-01,RN-SEV-R017,D,rigido,4933.6,1677.4,1496.4,2124.84,4010.3
2025-03-01,RN-SEV-R017,D,rigido,4541.1,1544.0,1377.3,1955.78,3691.2
2025-04-01,RN-SEV-R017,D,rigido,4572.9,1554.8,1387.0,1969.5,3717.1
2025-05-01,RN-SEV-R017,D,rigido,4337.4,1474.7,1315.5,1868.06,3525.6
2025-06-01,RN-SEV-R017,D,rigido,5526.3,1878.9,1676.1,2380.1,4492.0
2025-07-01,RN-SEV-R017,D,rigido,4905.4,1667.8,1487.8,2112.69,3987.3
2025-08-01,RN-SEV-R017,D,rigido,4551.4,1547.5,1380.5,1960.24,3699.6
2025-09-01,RN-SEV-R017,D,rigido,5021.3,1707.2,1523.0,2162.6,4081.5
2025-10-01,RN-SEV-R017,D,rigido,4965.8,1688.4,1506.1,2138.71,4036.4
2025-11-01,RN-SEV-R017,D,rigido,4766.1,1620.5,1445.6,2052.7,3874.1
2025-12-01,RN-SEV-R017,D,rigido,6108.9,2077.0,1852.8,2631.03,4965.6
2024-01-01,RN-SEV-R018,D,rigido,3617.9,1230.1,1168.9,1659.88,3132.7
2024-02-01,RN-SEV-R018,D,rigido,4680.7,1591.4,1512.3,2147.51,4053.0
2024-03-01,RN-SEV-R018,D,rigido,4710.1,1601.4,1521.8,2161.02,4078.5
2024-04-01,RN-SEV-R018,D,rigido,4561.1,1550.8,1473.7,2092.64,3949.5
2024-05-01,RN-SEV-R018,D,rigido,4433.4,1507.4,1432.4,2034.05,3838.9
2024-06-01,RN-SEV-R018,D,rigido,4470.8,1520.1,1444.5,2051.21,3871.3
2024-07-01,RN-SEV-R018,D,rigido,4675.6,1589.7,1510.7,2145.18,4048.6
2024-08-01,RN-SEV-R018,D,rigido,4869.8,1655.7,1573.4,2234.29,4216.8
2024-09-01,RN-SEV-R018,D,rigido,4787.6,1627.8,1546.9,2196.55,4145.6
2024-10-01,RN-SEV-R018,D,rigido,4957.0,1685.4,1601.6,2274.26,4292.3
2024-11-01,RN-SEV-R018,D,rigido,4355.7,1480.9,1407.3,1998.39,3771.6
2024-12-01,RN-SEV-R018,D,rigido,5686.8,1933.5,1837.4,2609.12,4924.3
2025-01-01,RN-SEV-R018,D,rigido,4487.2,1525.7,1449.8,2058.75,3885.5
2025-02-01,RN-SEV-R018,D,rigido,4158.5,1413.9,1343.6,1907.94,3600.9
2025-03-01,RN-SEV-R018,D,rigido,4618.5,1570.3,1492.2,2118.96,3999.2
2025-04-01,RN-SEV-R018,D,rigido,4686.6,1593.4,1514.2,2150.2,4058.1
2025-05-01,RN-SEV-R018,D,rigido,4492.9,1527.6,1451.6,2061.33,3890.4
2025-06-01,RN-SEV-R018,D,rigido,4121.4,1401.3,1331.6,1890.9,3568.7
2025-07-01,RN-SEV-R018,D,rigido,4921.6,1673.3,1590.2,2258.03,4261.6
2025-08-01,RN-SEV-R018,D,rigido,4206.0,1430.1,1359.0,1929.74,3642.0
2025-09-01,RN-SEV-R018,D,rigido,4495.8,1528.6,1452.6,2062.69,3893.0
2025-10-01,RN-SEV-R018,D,rigido,4562.7,1551.3,1474.2,2093.37,3950.9
2025-11-01,RN-SEV-R018,D,rigido,4484.7,1524.8,1449.0,2057.59,3883.3
2025-12-01,RN-SEV-R018,D,rigido,5809.2,1975.1,1876.9,2665.26,5030.2
2024-01-01,RN-SEV-R019,D,rigido,4269.2,1451.5,1308.9,1858.67,3507.9
2024-02-01,RN-SEV-R019,D,rigido,4176.5,1420.0,1280.5,1818.33,3431.8
2024-03-01,RN-SEV-R019,D,rigido,4748.7,1614.6,1455.9,2067.44,3901.9
2024-04-01,RN-SEV-R019,D,rigido,4474.8,1521.4,1372.0,1948.22,3676.9
2024-05-01,RN-SEV-R019,D,rigido,4623.8,1572.1,1417.7,2013.08,3799.3
2024-06-01,RN-SEV-R019,D,rigido,4124.3,1402.2,1264.5,1795.59,3388.9
2024-07-01,RN-SEV-R019,D,rigido,4915.2,1671.2,1507.0,2139.95,4038.8
2024-08-01,RN-SEV-R019,D,rigido,4723.6,1606.0,1448.3,2056.54,3881.4
2024-09-01,RN-SEV-R019,D,rigido,4836.5,1644.4,1482.9,2105.68,3974.1
2024-10-01,RN-SEV-R019,D,rigido,4367.2,1484.8,1339.0,1901.34,3588.4
2024-11-01,RN-SEV-R019,D,rigido,4124.9,1402.5,1264.7,1795.85,3389.4
2024-12-01,RN-SEV-R019,D,rigido,5026.9,1709.1,1541.2,2188.56,4130.5
2025-01-01,RN-SEV-R019,D,rigido,4211.9,1432.0,1291.4,1833.73,3460.9
2025-02-01,RN-SEV-R019,D,rigido,4441.1,1510.0,1361.6,1933.52,3649.2
2025-03-01,RN-SEV-R019,D,rigido,4195.2,1426.4,1286.3,1826.48,3447.2
2025-04-01,RN-SEV-R019,D,rigido,4805.3,1633.8,1473.3,2092.07,3948.4
2025-05-01,RN-SEV-R019,D,rigido,4475.5,1521.7,1372.2,1948.52,3677.5
2025-06-01,RN-SEV-R019,D,rigido,4580.5,1557.4,1404.4,1994.22,3763.7
2025-07-01,RN-SEV-R019,D,rigido,5346.8,1817.9,1639.3,2327.84,4393.4
2025-08-01,RN-SEV-R019,D,rigido,4532.1,1540.9,1389.5,1973.13,3723.9
2025-09-01,RN-SEV-R019,D,rigido,4865.0,1654.1,1491.6,2118.08,3997.5
2025-10-01,RN-SEV-R019,D,rigido,4242.1,1442.3,1300.6,1846.9,3485.7
2025-11-01,RN-SEV-R019,D,rigido,4408.7,1499.0,1351.7,1919.41,3622.6
2025-12-01,RN-SEV-R019,D,rigido,5938.3,2019.0,1820.7,2585.38,4879.5
2024-01-01,RN-SEV-R020,D,rigido,4439.4,1509.4,1361.1,1932.8,3647.8
2024-02-01,RN-SEV-R020,D,rigido,4504.2,1531.4,1381.0,1960.99,3701.0
2024-03-01,RN-SEV-R020,D,rigido,3826.1,1300.9,1173.1,1665.78,3143.9
2024-04-01,RN-SEV-R020,D,rigido,4873.2,1656.9,1494.1,2121.65,4004.2
2024-05-01,RN-SEV-R020,D,rigido,4733.1,1609.2,1451.2,2060.65,3889.1
2024-06-01,RN-SEV-R020,D,rigido,4547.5,1546.1,1394.3,1979.85,3736.6
2024-07-01,RN-SEV-R020,D,rigido,4923.1,1673.8,1509.4,2143.37,4045.2
2024-08-01,RN-SEV-R020,D,rigido,4274.9,1453.5,1310.7,1861.19,3512.7
2024-09-01,RN-SEV-R020,D,rigido,4546.0,1545.6,1393.8,1979.19,3735.4
2024-10-01,RN-SEV-R020,D,rigido,5040.4,1713.7,1545.4,2194.45,4141.6
2024-11-01,RN-SEV-R020,D,rigido,4095.0,1392.3,1255.5,1782.86,3364.8
2024-12-01,RN-SEV-R020,D,rigido,5430.7,1846.4,1665.1,2364.37,4462.3
2025-01-01,RN-SEV-R020,D,rigido,4228.3,1437.6,1296.4,1840.86,3474.3
2025-02-01,RN-SEV-R020,D,rigido,4450.7,1513.2,1364.6,1937.71,3657.1
2025-03-01,RN-SEV-R020,D,rigido,4494.6,1528.2,1378.1,1956.84,3693.2
2025-04-01,RN-SEV-R020,D,rigido,4730.4,1608.3,1450.3,2059.49,3886.9
2025-05-01,RN-SEV-R020,D,rigido,4278.1,1454.6,1311.7,1862.56,3515.3
2025-06-01,RN-SEV-R020,D,rigido,4845.3,1647.4,1485.6,2109.49,3981.3
2025-07-01,RN-SEV-R020,D,rigido,5224.2,1776.2,1601.7,2274.46,4292.6
2025-08-01,RN-SEV-R020,D,rigido,4868.9,1655.4,1492.8,2119.76,4000.7
2025-09-01,RN-SEV-R020,D,rigido,5015.1,1705.1,1537.6,2183.42,4120.8
2025-10-01,RN-SEV-R020,D,rigido,4898.0,1665.3,1501.7,2132.44,4024.6
2025-11-01,RN-SEV-R020,D,rigido,4697.5,1597.1,1440.2,2045.15,3859.9
2025-12-01,RN-SEV-R020,D,rigido,4637.5,1576.8,1421.9,2019.06,3810.6
2024-01-01,RN-SEV-R021,D,rigido,3658.2,1243.8,1157.8,1644.09,3102.9
2024-02-01,RN-SEV-R021,D,rigido,4134.1,1405.6,1308.4,1857.97,3506.6
2024-03-01,RN-SEV-R021,D,rigido,4041.7,1374.2,1279.2,1816.44,3428.2
2024-04-01,RN-SEV-R021,D,rigido,4615.0,1569.1,1460.7,2074.14,3914.6
2024-05-01,RN-SEV-R021,D,rigido,4456.6,1515.2,1410.5,2002.93,3780.2
2024-06-01,RN-SEV-R021,D,rigido,4479.9,1523.2,1417.9,2013.41,3800.0
2024-07-01,RN-SEV-R021,D,rigido,5407.2,1838.5,1711.4,2430.17,4586.5
2024-08-01,RN-SEV-R021,D,rigido,4540.5,1543.8,1437.1,2040.65,3851.4
2024-09-01,RN-SEV-R021,D,rigido,4471.9,1520.5,1415.4,2009.82,3793.2
2024-10-01,RN-SEV-R021,D,rigido,4392.4,1493.4,1390.2,1974.07,3725.7
2024-11-01,RN-SEV-R021,D,rigido,4620.1,1570.8,1462.3,2076.42,3918.9
2024-12-01,RN-SEV-R021,D,rigido,5197.4,1767.1,1645.0,2335.89,4408.6
2025-01-01,RN-SEV-R021,D,rigido,4269.3,1451.6,1351.2,1918.76,3621.3
2025-02-01,RN-SEV-R021,D,rigido,4079.1,1386.9,1291.0,1833.25,3459.9
2025-03-01,RN-SEV-R021,D,rigido,4799.2,1631.7,1518.9,2156.88,4070.7
2025-04-01,RN-SEV-R021,D,rigido,4175.1,1419.5,1321.4,1876.39,3541.4
2025-05-01,RN-SEV-R021,D,rigido,4851.4,1649.5,1535.5,2180.34,4115.0
2025-06-01,RN-SEV-R021,D,rigido,4280.0,1455.2,1354.6,1923.54,3630.3
2025-07-01,RN-SEV-R021,D,rigido,4048.5,1376.5,1281.4,1819.54,3434.1
2025-08-01,RN-SEV-R021,D,rigido,4378.0,1488.5,1385.6,1967.59,3713.5
2025-09-01,RN-SEV-R021,D,rigido,4760.7,1618.6,1506.8,2139.59,4038.1
2025-10-01,RN-SEV-R021,D,rigido,4349.9,1479.0,1376.7,1954.98,3689.7
2025-11-01,RN-SEV-R021,D,rigido,4184.5,1422.7,1324.4,1880.64,3549.4
2025-12-01,RN-SEV-R021,D,rigido,5880.2,1999.3,1861.1,2642.72,4987.7
2024-01-01,RN-SEV-R022,D,rigido,3803.0,1293.0,1166.0,1655.71,3124.9
2024-02-01,RN-SEV-R022,D,rigido,4402.3,1496.8,1349.8,1916.65,3617.3
2024-03-01,RN-SEV-R022,D,rigido,4809.7,1635.3,1474.7,2094.02,3952.1
2024-04-01,RN-SEV-R022,D,rigido,4499.8,1529.9,1379.6,1959.07,3697.4
2024-05-01,RN-SEV-R022,D,rigido,4759.4,1618.2,1459.2,2072.1,3910.7
2024-06-01,RN-SEV-R022,D,rigido,4805.0,1633.7,1473.2,2091.95,3948.2
2024-07-01,RN-SEV-R022,D,rigido,4845.4,1647.4,1485.6,2109.56,3981.4
2024-08-01,RN-SEV-R022,D,rigido,3980.8,1353.5,1220.5,1733.12,3271.0
2024-09-01,RN-SEV-R022,D,rigido,4636.4,1576.4,1421.5,2018.55,3809.6
2024-10-01,RN-SEV-R022,D,rigido,4968.6,1689.3,1523.4,2163.18,4082.6
2024-11-01,RN-SEV-R022,D,rigido,4655.8,1583.0,1427.5,2027.02,3825.7
2024-12-01,RN-SEV-R022,D,rigido,5360.3,1822.5,1643.5,2333.73,4404.5
2025-01-01,RN-SEV-R022,D,rigido,3790.4,1288.7,1162.1,1650.22,3114.5
2025-02-01,RN-SEV-R022,D,rigido,3833.3,1303.3,1175.3,1668.9,3149.7
2025-03-01,RN-SEV-R022,D,rigido,4638.5,1577.1,1422.2,2019.45,3811.4
2025-04-01,RN-SEV-R022,D,rigido,4348.2,1478.4,1333.2,1893.08,3572.9
2025-05-01,RN-SEV-R022,D,rigido,4393.2,1493.7,1347.0,1912.68,3609.8
2025-06-01,RN-SEV-R022,D,rigido,4997.8,1699.3,1532.3,2175.9,4106.6
2025-07-01,RN-SEV-R022,D,rigido,4908.7,1668.9,1505.0,2137.09,4033.4
2025-08-01,RN-SEV-R022,D,rigido,4122.2,1401.6,1263.9,1794.71,3387.2
2025-09-01,RN-SEV-R022,D,rigido,3911.6,1329.9,1199.3,1702.99,3214.1
2025-10-01,RN-SEV-R022,D,rigido,4743.7,1612.9,1454.4,2065.29,3897.9
2025-11-01,RN-SEV-R022,D,rigido,4071.5,1384.3,1248.3,1772.62,3345.5
2025-12-01,RN-SEV-R022,D,rigido,6044.2,2055.0,1853.2,2631.48,4966.4
2024-01-01,RN-SEV-R023,D,rigido,4459.8,1516.3,1411.5,2004.35,3782.9
2024-02-01,RN-SEV-R023,D,rigido,4257.9,1447.7,1347.6,1913.61,3611.6
2024-03-01,RN-SEV-R023,D,rigido,4655.5,1582.9,1473.5,2092.34,3948.9
2024-04-01,RN-SEV-R023,D,rigido,4556.9,1549.4,1442.3,2048.02,3865.3
2024-05-01,RN-SEV-R023,D,rigido,4316.1,1467.5,1366.0,1939.77,3661.0
2024-06-01,RN-SEV-R023,D,rigido,5020.8,1707.1,1589.1,2256.51,4258.8
2024-07-01,RN-SEV-R023,D,rigido,4911.5,1669.9,1554.5,2207.39,4166.1
2024-08-01,RN-SEV-R023,D,rigido,4658.0,1583.7,1474.3,2093.46,3951.0
2024-09-01,RN-SEV-R023,D,rigido,4406.0,1498.0,1394.5,1980.17,3737.2
2024-10-01,RN-SEV-R023,D,rigido,4360.4,1482.5,1380.1,1959.68,3698.6
2024-11-01,RN-SEV-R023,D,rigido,5095.1,1732.3,1612.6,2289.88,4321.8
2024-12-01,RN-SEV-R023,D,rigido,5790.9,1968.9,1832.8,2602.61,4912.0
2025-01-01,RN-SEV-R023,D,rigido,3986.5,1355.4,1261.7,1791.65,3381.4
2025-02-01,RN-SEV-R023,D,rigido,4378.0,1488.5,1385.6,1967.59,3713.5
2025-03-01,RN-SEV-R023,D,rigido,4156.8,1413.3,1315.6,1868.19,3525.9
2025-04-01,RN-SEV-R023,D,rigido,4566.6,1552.7,1445.3,2052.38,3873.5
2025-05-01,RN-SEV-R023,D,rigido,4949.6,1682.9,1566.5,2224.49,4198.3
2025-06-01,RN-SEV-R023,D,rigido,4395.8,1494.6,1391.3,1975.62,3728.6
2025-07-01,RN-SEV-R023,D,rigido,5373.7,1827.1,1700.8,2415.12,4558.1
2025-08-01,RN-SEV-R023,D,rigido,4087.8,1389.9,1293.8,1837.19,3467.4
2025-09-01,RN-SEV-R023,D,rigido,4520.8,1537.1,1430.8,2031.79,3834.7
2025-10-01,RN-SEV-R023,D,rigido,4849.5,1648.8,1534.9,2179.5,4113.4
2025-11-01,RN-SEV-R023,D,rigido,4650.3,1581.1,1471.8,2089.98,3944.5
2025-12-01,RN-SEV-R023,D,rigido,5816.0,1977.5,1840.8,2613.9,4933.3
2024-01-01,RN-SEV-R024,D,rigido,4605.9,1566.0,1503.4,2134.78,4029.0
2024-02-01,RN-SEV-R024,D,rigido,4081.7,1387.8,1332.3,1891.83,3570.5
2024-03-01,RN-SEV-R024,D,rigido,4570.4,1554.0,1491.8,2118.34,3998.0
2024-04-01,RN-SEV-R024,D,rigido,4728.6,1607.7,1543.4,2191.64,4136.3
2024-05-01,RN-SEV-R024,D,rigido,4960.1,1686.4,1619.0,2298.96,4338.9
2024-06-01,RN-SEV-R024,D,rigido,4746.9,1613.9,1549.4,2200.11,4152.3
2024-07-01,RN-SEV-R024,D,rigido,4498.8,1529.6,1468.4,2085.13,3935.3
2024-08-01,RN-SEV-R024,D,rigido,4011.3,1363.8,1309.3,1859.19,3508.9
2024-09-01,RN-SEV-R024,D,rigido,4500.5,1530.2,1469.0,2085.94,3936.9
2024-10-01,RN-SEV-R024,D,rigido,3867.3,1314.9,1262.3,1792.47,3383.0
2024-11-01,RN-SEV-R024,D,rigido,4429.8,1506.1,1445.9,2053.15,3875.0
2024-12-01,RN-SEV-R024,D,rigido,5146.0,1749.6,1679.7,2385.12,4501.5
2025-01-01,RN-SEV-R024,D,rigido,4763.4,1619.6,1554.8,2207.8,4166.8
2025-02-01,RN-SEV-R024,D,rigido,4125.3,1402.6,1346.5,1912.04,3608.6
2025-03-01,RN-SEV-R024,D,rigido,4522.3,1537.6,1476.1,2096.02,3955.9
2025-04-01,RN-SEV-R024,D,rigido,4018.6,1366.3,1311.7,1862.57,3515.3
2025-05-01,RN-SEV-R024,D,rigido,4284.0,1456.6,1398.3,1985.6,3747.5
2025-06-01,RN-SEV-R024,D,rigido,5177.3,1760.3,1689.9,2399.61,4528.8
2025-07-01,RN-SEV-R024,D,rigido,4847.0,1648.0,1582.1,2246.52,4239.9
2025-08-01,RN-SEV-R024,D,rigido,4895.7,1664.5,1598.0,2269.11,4282.5
2025-09-01,RN-SEV-R024,D,rigido,4543.7,1544.9,1483.1,2105.97,3974.7
2025-10-01,RN-SEV-R024,D,rigido,4876.4,1658.0,1591.6,2260.14,4265.6
2025-11-01,RN-SEV-R024,D,rigido,4520.7,1537.0,1475.5,2095.28,3954.5
2025-12-01,RN-SEV-R024,D,rigido,4793.6,1629.8,1564.6,2221.79,4193.2
2024-01-01,RN-SEV-R025,D,rigido,4159.5,1414.2,1275.3,1810.95,3417.8
2024-02-01,RN-SEV-R025,D,rigido,4077.4,1386.3,1250.1,1775.2,3350.4
2024-03-01,RN-SEV-R025,D,rigido,4314.1,1466.8,1322.7,1878.23,3544.8
2024-04-01,RN-SEV-R025,D,rigido,4592.0,1561.3,1407.9,1999.24,3773.2
2024-05-01,RN-SEV-R025,D,rigido,4461.0,1516.8,1367.8,1942.22,3665.6
2024-06-01,RN-SEV-R025,D,rigido,3967.8,1349.1,1216.5,1727.47,3260.3
2024-07-01,RN-SEV-R025,D,rigido,4174.7,1419.4,1280.0,1817.54,3430.3
2024-08-01,RN-SEV-R025,D,rigido,4464.2,1517.8,1368.7,1943.58,3668.2
2024-09-01,RN-SEV-R025,D,rigido,4646.1,1579.7,1424.5,2022.78,3817.6
2024-10-01,RN-SEV-R025,D,rigido,4589.5,1560.4,1407.1,1998.12,3771.1
2024-11-01,RN-SEV-R025,D,rigido,4375.4,1487.6,1341.5,1904.93,3595.2
2024-12-01,RN-SEV-R025,D,rigido,5427.6,1845.4,1664.1,2363.01,4459.8
2025-01-01,RN-SEV-R025,D,rigido,4249.5,1444.8,1302.9,1850.12,3491.8
2025-02-01,RN-SEV-R025,D,rigido,3949.8,1342.9,1211.0,1719.63,3245.5
2025-03-01,RN-SEV-R025,D,rigido,4291.4,1459.1,1315.7,1868.34,3526.2
2025-04-01,RN-SEV-R025,D,rigido,4622.3,1571.6,1417.2,2012.41,3798.1
2025-05-01,RN-SEV-R025,D,rigido,4673.7,1589.1,1433.0,2034.81,3840.3
2025-06-01,RN-SEV-R025,D,rigido,4998.7,1699.6,1532.6,2176.31,4107.4
2025-07-01,RN-SEV-R025,D,rigido,4570.0,1553.8,1401.2,1989.64,3755.1
2025-08-01,RN-SEV-R025,D,rigido,4412.9,1500.4,1353.0,1921.24,3626.0
2025-09-01,RN-SEV-R025,D,rigido,4034.9,1371.9,1237.1,1756.7,3315.5
2025-10-01,RN-SEV-R025,D,rigido,4768.6,1621.3,1462.1,2076.12,3918.3
2025-11-01,RN-SEV-R025,D,rigido,3723.7,1266.1,1141.7,1621.19,3059.7
2025-12-01,RN-SEV-R025,D,rigido,5095.0,1732.3,1562.1,2218.22,4186.5
2024-01-01,RN-SEV-R026,D,rigido,4111.9,1398.1,1301.4,1848.02,3487.8
2024-02-01,RN-SEV-R026,D,rigido,4269.2,1451.5,1351.2,1918.69,3621.2
2024-03-01,RN-SEV-R026,D,rigido,4620.7,1571.0,1462.4,2076.67,3919.4
2024-04-01,RN-SEV-R026,D,rigido,4800.4,1632.1,1519.3,2157.43,4071.8
2024-05-01,RN-SEV-R026,D,rigido,4087.4,1389.7,1293.7,1837.02,3467.0
2024-06-01,RN-SEV-R026,D,rigido,4538.1,1543.0,1436.3,2039.57,3849.3
2024-07-01,RN-SEV-R026,D,rigido,5262.7,1789.3,1665.7,2365.23,4464.0
2024-08-01,RN-SEV-R026,D,rigido,3835.5,1304.1,1213.9,1723.79,3253.3
2024-09-01,RN-SEV-R026,D,rigido,4429.4,1506.0,1401.9,1990.73,3757.1
2024-10-01,RN-SEV-R026,D,rigido,4613.0,1568.4,1460.0,2073.24,3912.9
2024-11-01,RN-SEV-R026,D,rigido,4653.9,1582.3,1473.0,2091.61,3947.5
2024-12-01,RN-SEV-R026,D,rigido,5836.0,1984.2,1847.1,2622.87,4950.2
2025-01-01,RN-SEV-R026,D,rigido,3934.2,1337.6,1245.2,1768.14,3337.0
2025-02-01,RN-SEV-R026,D,rigido,4397.2,1495.0,1391.7,1976.22,3729.8
2025-03-01,RN-SEV-R026,D,rigido,4368.4,1485.3,1382.6,1963.29,3705.4
